method,episode,seed,backend,success,steps,elapsed_seconds,recovery_attempts,recovery_successes,detector_triggers,recovery_steps,failure_probability_max,recovery_definition,terminated,truncated,failure_reason,Profile,Noise Level,Benchmark Eligible
REIM (ACT + Detector + Recovery),138,7300180,metaworld,True,51,0.15127729899904807,1,1,1,29,0.22039012610912323,task_success_while_recovery_active_per_intervention,True,False,,custom,0.2,False
REIM (ACT + Detector + Recovery),139,7300181,metaworld,True,58,0.1348432029990363,1,1,1,46,0.21667109429836273,task_success_while_recovery_active_per_intervention,True,False,,custom,0.2,False
REIM (ACT + Detector + Recovery),140,7300182,metaworld,True,48,0.10592156700295163,1,1,1,40,0.5265200734138489,task_success_while_recovery_active_per_intervention,True,False,,custom,0.2,False
REIM (ACT + Detector + Recovery),141,7300183,metaworld,True,51,0.25337818499974674,0,0,0,0,0.1915900856256485,task_success_while_recovery_active_per_intervention,True,False,,custom,0.2,False
REIM (ACT + Detector + Recovery),142,7300184,metaworld,True,50,0.1159148799997638,1,1,1,40,0.2294563204050064,task_success_while_recovery_active_per_intervention,True,False,,custom,0.2,False
REIM (ACT + Detector + Recovery),143,7300185,metaworld,True,55,0.26409887800036813,0,0,0,0,0.1774597316980362,task_success_while_recovery_active_per_intervention,True,False,,custom,0.2,False
REIM (ACT + Detector + Recovery),144,7300186,metaworld,True,64,0.14749707800001488,1,1,1,53,0.5870938301086426,task_success_while_recovery_active_per_intervention,True,False,,custom,0.2,False
REIM (ACT + Detector + Recovery),145,7300187,metaworld,True,62,0.13827880900134915,1,1,1,53,0.23678022623062134,task_success_while_recovery_active_per_intervention,True,False,,custom,0.2,False
REIM (ACT + Detector + Recovery),146,7300188,metaworld,False,200,0.5224911820005218,1,0,1,139,0.991068959236145,task_success_while_recovery_active_per_intervention,False,True,object_dropped,custom,0.2,False
REIM (ACT + Detector + Recovery),147,7300189,metaworld,True,58,0.16600834499695338,1,1,1,37,0.3202701210975647,task_success_while_recovery_active_per_intervention,True,False,,custom,0.2,False
